id пользователя;Вильямс;Шварц;Медник;Триандис;Друзья;Подписки;Подписки образование;Подписки опасные;% Подписки образование;% Подписки опасные;9_иностранные языки;8_философия;12_психология/педагогика;10_история/обществознание;7_филология/литература;5_техника и технологии;11_искусство/культура;4_математика;2_науки о земле;4_информатика;6_физика;3_химия;1_биология/медицина;3_16_юриспруденция;Преступный контент;Самоповреждающее поведение;Эстетика зла;Ненависть и агрессия и агрессия;Оружие ;Психоактивные вещества;Национализм;Депрессивный контент;Субкультура True Crime;Вульгарный контент;Суицидальный контент;Жестокий контент;Эстетика смерти;Оружие
6151;2;3;1;1;53;29;3;0;10,3%;0,0%;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6147;2;3;3;2;306;197;9;2;4,6%;1,0%;3;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
6145;2;3;2;1;602;145;5;2;3,4%;1,4%;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
6139;2;2;1;1;19;318;12;17;3,8%;5,3%;0;1;1;0;1;3;3;0;1;0;0;0;2;0;0;0;1;0;0;1;1;6;1;1;0;2;4;0
6140;2;1;2;1;161;201;14;0;7,0%;0,0%;2;0;2;1;5;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6152;2;3;2;1;207;74;2;1;2,7%;1,4%;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6146;2;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6154;1;2;3;2;289;151;3;1;2,0%;0,7%;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
6149;2;3;3;2;344;85;3;0;3,5%;0,0%;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6155;2;2;2;3;252;42;6;2;14,3%;4,8%;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
6150;3;2;2;2;352;127;4;1;3,1%;0,8%;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6153;2;2;3;2;103;43;2;2;4,7%;4,7%;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
6156;2;1;1;1;0;0;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6157;2;2;2;1;103;95;1;3;1,1%;3,2%;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
6158;2;2;1;2;304;179;5;0;2,8%;0,0%;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6159;2;2;2;1;154;407;7;5;1,7%;1,2%;1;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0
6160;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6164;2;2;3;2;188;88;2;8;2,3%;9,1%;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;0;0;0;3;0;1;0;1;0;0
6165;2;2;3;2;324;651;13;57;2,0%;8,8%;0;1;0;3;2;1;5;1;0;0;0;0;0;0;0;13;1;2;1;2;0;24;2;11;1;0;0;0
6169;1;2;1;2;252;133;6;6;4,5%;4,5%;1;0;1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;2;0;1;0;2;0;0
6170;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6167;2;2;3;2;32;125;1;2;0,8%;1,6%;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
6171;3;3;3;1;44;81;2;2;2,5%;2,5%;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
6168;2;2;1;1;44;47;1;2;2,1%;4,3%;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
6173;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6176;2;3;3;2;28;414;5;33;1,2%;8,0%;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;7;2;4;7;1;2;6;0;2;0;0
6179;2;2;2;2;228;339;8;2;2,4%;0,6%;1;0;0;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
6175;2;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6184;2;3;3;1;78;42;0;5;0,0%;11,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0
6183;2;2;1;2;85;31;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6180;3;2;3;1;82;47;2;0;4,3%;0,0%;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6177;2;2;3;3;97;34;1;0;2,9%;0,0%;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6181;2;3;1;2;94;115;6;3;5,2%;2,6%;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0
6174;3;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6178;2;2;2;3;142;67;0;6;0,0%;9,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0
6182;3;3;2;3;152;46;2;3;4,3%;6,5%;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
6186;2;2;2;3;251;576;30;19;5,2%;3,3%;2;2;7;0;10;3;1;0;1;0;0;0;4;0;0;1;0;0;0;2;0;12;0;1;1;1;1;0
6187;3;2;3;3;104;76;6;0;7,9%;0,0%;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6185;2;1;2;2;3;2;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6188;3;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6189;2;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6191;2;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6195;2;3;3;2;146;35;0;2;0,0%;5,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
6192;2;2;3;2;358;121;7;7;5,8%;5,8%;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;1;0;0;0
6190;2;2;2;2;237;188;16;1;8,5%;0,5%;9;0;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6194;2;3;1;2;309;16;1;1;6,3%;6,3%;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6193;2;3;1;1;132;95;2;4;2,1%;4,2%;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0
6196;2;2;3;2;78;136;3;1;2,2%;0,7%;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6197;2;1;3;1;47;102;5;5;4,9%;4,9%;0;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0
6221;2;1;2;2;135;447;30;20;6,7%;4,5%;13;1;1;1;4;4;6;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;1;6;0;6;1;0
6200;2;2;3;2;160;205;18;2;8,8%;1,0%;13;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
6202;2;1;2;2;0;70;2;2;2,9%;2,9%;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
6204;2;1;2;1;12;8;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6199;2;1;3;2;181;35;1;0;2,9%;0,0%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6207;2;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6205;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6212;2;2;1;3;144;553;3;30;0,5%;5,4%;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;1;15;0;0;0;0
6209;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6214;2;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6213;3;1;3;2;24;7;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6228;2;2;2;3;131;277;6;6;2,2%;2,2%;1;0;0;0;1;1;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;1;2;0;0;0;0
6220;2;2;1;1;155;119;10;1;8,4%;0,8%;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
6217;2;2;2;3;156;122;5;3;4,1%;2,5%;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
6216;2;2;2;1;155;489;12;7;2,5%;1,4%;4;0;0;0;6;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4;0;1;0;0;0;0
6226;2;3;3;2;66;133;1;3;0,8%;2,3%;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
6215;2;3;2;1;117;29;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6201;2;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6227;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6225;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6224;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6230;2;2;3;2;28;6;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6206;2;2;2;1;78;202;3;2;1,5%;1,0%;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
6219;2;2;1;1;254;241;23;3;9,5%;1,2%;4;0;1;0;4;4;5;1;1;0;1;0;2;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
6231;3;2;;2;58;92;1;6;1,1%;6,5%;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0
6223;2;2;2;3;71;113;6;0;5,3%;0,0%;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6232;2;3;1;2;240;93;6;1;6,5%;1,1%;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6203;2;3;3;2;64;18;1;0;5,6%;0,0%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6210;2;2;2;2;94;111;17;3;15,3%;2,7%;7;0;0;1;2;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
2624;2;2;2;1;276;7;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6218;3;2;3;3;35;144;6;1;4,2%;0,7%;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6235;2;2;;2;387;54;3;1;5,6%;1,9%;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2620;2;2;;3;154;87;5;3;5,7%;3,4%;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
6233;2;1;3;1;93;35;0;2;0,0%;5,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
2625;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2630;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2622;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2633;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6229;2;3;1;2;166;70;1;3;1,4%;4,3%;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
6239;2;2;2;2;200;175;5;1;2,9%;0,6%;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
6240;2;2;2;2;103;79;0;2;0,0%;2,5%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
6244;2;3;1;2;33;189;3;1;1,6%;0,5%;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6248;1;2;3;1;137;37;0;1;0,0%;2,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6251;3;3;2;3;64;256;1;30;0,4%;11,7%;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;1;0;11;3;1;3;2;2;0
6243;1;1;3;1;126;51;0;6;0,0%;11,8%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;1;0;0;1;0
6241;2;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6252;2;1;3;2;64;42;0;1;0,0%;2,4%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6238;2;2;1;1;500;939;65;15;6,9%;1,6%;8;1;12;7;23;2;3;3;0;0;0;0;1;5;0;0;0;1;0;0;2;6;0;3;0;2;1;0
6247;2;3;2;1;26;45;0;12;0,0%;26,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6;1;2;1;0;0;0
6242;2;2;2;2;57;70;1;4;1,4%;5,7%;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0
6246;2;2;2;3;56;64;3;0;4,7%;0,0%;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6253;2;2;2;1;99;47;1;1;2,1%;2,1%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6245;2;2;2;1;458;278;14;1;5,0%;0,4%;3;0;0;6;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
6250;2;2;2;3;139;17;0;1;0,0%;5,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6249;2;2;2;1;48;98;1;0;1,0%;0,0%;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6254;2;1;3;2;19;39;1;0;2,6%;0,0%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6256;2;2;2;3;42;16;2;0;12,5%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6257;2;3;3;2;58;41;3;0;7,3%;0,0%;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6258;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6234;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6259;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6255;2;2;;3;50;13;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6260;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6262;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6263;2;1;2;1;89;70;1;3;1,4%;4,3%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
6264;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6266;2;2;2;3;121;76;8;0;10,5%;0,0%;2;0;0;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6268;2;3;3;2;84;24;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6269;2;3;2;1;244;54;8;0;14,8%;0,0%;5;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6273;3;1;1;3;329;53;4;0;7,5%;0,0%;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6271;2;2;;3;184;264;1;7;0,4%;2,7%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;2;0;0;0;0
6274;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6277;2;2;;2;95;229;0;12;0,0%;5,2%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2;0;2;1;1;0;0;0;0
6278;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6280;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6276;2;2;2;2;89;126;2;3;1,6%;2,4%;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0
6281;2;1;1;3;155;72;2;0;2,8%;0,0%;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6279;3;1;2;2;78;4;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6283;2;2;1;2;157;103;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6285;2;2;1;3;206;5;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6286;2;2;2;2;171;183;4;6;2,2%;3,3%;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;2;1;0;0;1;0;0
6288;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6289;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6292;2;1;2;1;61;81;0;3;0,0%;3,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
6290;3;3;2;1;31;33;0;1;0,0%;3,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6291;2;2;1;3;89;160;6;17;3,8%;10,6%;0;0;0;0;0;1;0;0;0;4;0;0;0;1;0;0;1;1;0;0;2;8;0;3;0;1;1;0
6295;2;2;1;1;94;12;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6298;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6282;2;1;1;1;232;45;5;1;11,1%;2,2%;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6297;3;1;1;2;380;78;1;3;1,3%;3,8%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0
6293;2;2;;2;248;89;2;2;2,2%;2,2%;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
6302;2;1;2;2;58;26;2;0;7,7%;0,0%;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6301;3;2;;2;45;62;0;4;0,0%;6,5%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0
6304;2;2;;2;157;43;0;1;0,0%;2,3%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6303;2;2;1;2;179;118;10;2;8,5%;1,7%;3;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
6309;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6311;2;3;2;2;212;245;3;12;1,2%;4,9%;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;3;3;2;0;0
6312;2;2;1;2;150;112;3;6;2,7%;5,4%;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;2;0;0;0;0
6313;2;2;2;3;31;23;0;1;0,0%;4,3%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6307;2;1;2;2;106;16;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6314;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6316;3;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6317;3;2;2;3;88;44;1;1;2,3%;2,3%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6310;3;3;1;2;73;20;3;0;15,0%;0,0%;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6318;3;3;2;2;115;700;17;6;2,4%;0,9%;2;1;1;1;2;4;2;1;2;0;1;0;0;0;0;0;0;0;0;1;0;2;0;3;0;0;0;0
6319;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6321;2;1;2;1;77;102;0;9;0,0%;8,8%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;2;0;0;2;0
6322;1;2;;2;216;136;3;12;2,2%;8,8%;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;8;0;0;0;0
6320;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6324;2;3;3;1;206;457;15;3;3,3%;0,7%;3;0;0;2;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
6296;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6325;2;1;3;1;40;19;1;0;5,3%;0,0%;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6323;3;3;2;1;3;0;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6327;3;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6330;2;1;1;1;49;85;0;4;0,0%;4,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0
6331;1;1;1;1;0;199;11;7;5,5%;3,5%;1;3;0;1;3;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;3;0;2;0;0;1;0
6332;2;2;2;1;26;7;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6328;2;3;2;1;88;178;5;8;2,8%;4,5%;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;2;0;1;1;0
6294;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6334;2;1;2;2;107;61;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6336;2;2;;2;31;21;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6333;2;2;3;1;158;102;0;6;0,0%;5,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;0;0
6335;3;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6337;2;3;2;2;75;133;0;8;0,0%;6,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;0;1;1;0;0;0;0
6338;2;2;2;1;69;25;0;3;0,0%;12,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
6340;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6339;2;1;2;2;59;10;0;1;0,0%;10,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6341;2;3;;3;86;440;10;55;2,3%;12,5%;3;0;0;0;0;4;1;0;0;0;1;0;1;0;0;2;2;7;0;3;2;15;1;14;2;4;1;2
6343;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6342;2;1;2;1;17;131;0;8;0,0%;6,1%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;1;0;0
6284;2;2;2;2;112;172;1;0;0,6%;0,0%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6345;2;3;2;1;102;43;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6344;3;3;;2;79;2;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6346;2;2;1;1;35;11;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
